source,name,description,g0v_db_rows,owners,tags,github_repos,homepage
"g0v_db","Rev Now 音樂製造",,"318","Neo","共享,媒體",,"待補"
"g0v_db","Roadpin - Report",,"108","老蕭","交通",,"http://106.187.101.193"
"g0v_db","SOAK 泡・議題擴散機",,"228","nchild","經濟",,"https://g0v.hackpad.com/iWODvWQnIGM"
"g0v_db","Say Hi !!! g0ver",,"486","YuTin","待確認",,"https://github.com/g0v/g0ver-box"
"g0v_db","Sea star in-media platform",,"635","fish","待確認",,"https://hackmd.io/wUN7Rx99QaKV2c7hLghCeQ"
"g0v_db","Social Network Analysis of Taipei City Decision-Makers",,"636","Julien","待確認",,"http://bit.ly/2NqmTN0"
"g0v_db","Summit 支援前線",,"310","LY","g0v summit",,"https://g0v.hackpad.com/g0v-summit-2016--n6mtHE69Kzg"
"g0v_db","TaipeiTimes特寫報告",,"266","Aaron","新聞",,"https://hackpad.com/Taipei-Times-Feature-Article-on-g0v-TdhRNHamGAV"
"g0v_db","Taiwan 2030",,"319","BoYi","民主參與",,"http://hackfoldr.org/taiwan-2030"
"g0v_db","Taiwan Debt Clock",,"40","ipa","財政",,"http://www.usdebtclock.org"
"g0v_db","Taiwan Online",,"44","crys","媒體",,"https://docs.google.com/file/d/0B_jHHdJNIQKNd1JDSndZOEp3bEU/edit?usp=sharing"
"g0v_db","The Space Hub",,"470","bess","地圖,工具",,"https://g0v.hackpad.tw/The-Space-Hub"
"g0v_db","The good, bad and ugly of Emergency Data",,"547","Ziv/Peling/Dennis","待確認",,"https://drive.google.com/file/d/19PfW0r6i2bR8g6EGStOZGTabWUP8BHBS/view?usp=sharing"
"g0v_db","Translate4you 為你翻譯",,"276","chewei","語言,翻譯,工具",,"https://g0v.hackpad.com/Translate4you--j5b4i4DdTbX"
"g0v_db","Trello 看板一秒變網站",,"493","書懷","工具",,"https://g0v.hackpad.tw/Trelolo.com--zqDbdM2arCv"
"g0v_db","WaterGo！免費飲用水地圖",,"323","陳瑞賓","環境",,"http://beta.hackfoldr.org/drinking-water/BAdDl4G9uXM"
"g0v_db","WizardAmigos CodeCamps",,"373","NIna&Alex","工具,遊戲",,"http://slides.com/ninabreznik/wizardamigos-7#"
"g0v_db","Zero waste taiwan 台灣零廢棄平台",,"561","ivy","待確認",,"https://hackfoldr.org/zero-waste-taiwan"
"g0v_db","[COVID-19] 0archive 零時檔案局 - 武漢肺炎資料分析",,"641","chihao","待確認",,"https://0archive.tw"
"g0v_db","[COVID-19] Stop coronavirus hackathon, Japan",,"638","Hal Seki","待確認",,"https://github.com/tokyo-metropolitan-gov/covid19"
"g0v_db","[COVID-19] 各國疫情邊境控制可視化 react widget",,"639","Vincent","待確認",,"https://hackmd.io/@JNc71p-sSAmkvOYsyZlLbg/HyX1UgrrI/edit"
"g0v_db","data public. raw data Archive",,"631","[FtO] sshony,mee","待確認",,"g0v Slack"
"g0v_db","data.g0v.tw ng",,"147","jimmy","g0v",,"https://g0v.hackpad.com/Data.g0v.tw-ng-LA2MpOEjraI"
"g0v_db","eCourt 侏羅紀公園",,"48","shu","法律",,
"g0v_db","elixus 到 g0v 之 ilya 紀念共筆",,"567","揪松","g0v",,
"g0v_db","g0v 2014 summit主視覺進度報告/填坑遊戲提案徵求",,"123","Shanzay/Airos","g0v",,"https://g0v.hackpad.com/g0v-summit-2014--S98dMyXUUR"
"g0v_db","g0v @ 台北數位藝術節",,"258","chihao","g0v",,"http://goo.gl/r8gIlG"
"g0v_db","g0v Budget Reboot",,"357","clkao","財政",,"http://beta.hackfoldr.org/open-budget"
"g0v_db","g0v Shadow",,"461","Ttcat","待確認",,"https://g0v.hackpad.tw/g0v-shadow-ta138sdLdND"
"g0v_db","g0v Summit 2018 啟動 & 會議 APP 開發",,"459","ipa","g0v summit",,"http://beta.hackfoldr.org/g0v-summit2018"
"g0v_db","g0v Summit 2020 @ 台南 Tainan Taiwan",,"642","Bess","待確認",,"https://g0v.hackmd.io/@summit2020/book"
"g0v_db","g0v Summit 2020",,"623","Bess","待確認",,"g0v Slack #Summit"
"g0v_db","g0v sense tw 介紹 + g0v 歷屆關心議題整理",,"527","hychen","媒體",,"https://beta.hackfoldr.org/sense-tw"
"g0v_db","g0v summit 2018 線上交友大平台",,"518","ipa","g0v Summit",,"https://g0v.hackmd.io/POmvTZ-QQQWKcjUi52xOnA?view"
"g0v_db","g0v summit",,"109","hcchien","g0v",,
"g0v_db","g0v summit2018 協辦之黑客松活動提前曝光 (2018 HackH2O)",,"496","Mavis","g0v summit",,"http://goo.gl/7entun"
"g0v_db","g0v tools",,"516","YuTin","g0v",,"http://x.co/g0vtools"
"g0v_db","g0v × gov--可以不去開曼設公司嗎？",,"192","蔡玉玲 (jaclyn)","經濟,民主參與",,"https://vtaiwan.tw"
"g0v_db","g0v 全球推坑",,"529","Lulu","g0v",,"https://ocftw.kktix.cc/events/usavisits"
"g0v_db","g0v 公報組",,"126","Lee","g0v",,"https://g0v.hackpad.com/JTSWsHutsb"
"g0v_db","g0v 基礎建設",,"335","clkao","g0v",,"https://g0v.hackpad.com/projecthub-redux-9U6DLtdZc48"
"g0v_db","g0v 專案復活節計劃",,"446","Ronny","g0v",,"https://g0v.hackpad.tw/g0v--9MbKWNVW1Is"
"g0v_db","g0v 揪松網",,"450","Kirby","g0v",,"https://g0v.hackpad.tw/g0v--JAjfHwGD32I"
"g0v_db","g0v 獎助金",,"428","小班","g0v",,"https://docs.google.com/presentation/d/1olUiB9WBtH_JQXYTH2lX62SBNqxSEMpAstSMI2RrIxc/edit#slide=id.g207df311e5_1_167"
"g0v_db","g0v 獎助金開始徵件啦 12/10-1/13 來提案",,"550","Bess","g0v基礎建設",,"https://grants.g0v.tw"
"g0v_db","g0v 社群治理討論",,"599","Ronny","g0v",,"https://g0v.hackmd.io/vYdTfaYeR7SnIU3zT5evOw"
"g0v_db","g0v 紀錄短片介紹",,"385","Sarah Maquet (journalist) and Dominique Preusse (director/cameraman)","g0v",,
"g0v_db","g0v 考古學家暨基礎建設特攻隊",,"617","大助","g0v",,"https://g0v.hackmd.io/eC2vgApVTu2AT7UmHeLDEg"
"g0v_db","g0v 零時空汙觀測網",,"312","Lafudoci","統計,環境,空汙",,"https://g0v.hackpad.com/g0v--TexkKFNmqZP"
"g0v_db","g0v-intl、沖繩黑客松",,"566","pm5","g0v",,"https://g0v.hackmd.io/3OIQMwCyT_iOl64y8otFMg#"
"g0v_db","g0v-shadow 影子政府網站",,"472","ttcat","政治,監督",,"https://g0v.hackpad.tw/g0v-shadow--ta138sdLdND"
"g0v_db","g0v.news 執行計畫",,"378","Ttcat","g0v",,"https://g0v.hackpad.com/g0v.news--aXd55BN8hmk"
"g0v_db","g0v.news",,"416","canadian_aaron","g0v",,"g0v.news"
"g0v_db","g0v.news介紹＋資訊失調圖表化",,"528","育軒","g0v",,"https://docs.google.com/document/d/1Ihz43okSP36WV0GnmN4XdmFUGi2mMYXOq2j0VntHdKo/edit"
"g0v_db","g0v.news意見大收集",,"490","kting","g0v",,"https://g0v-tw.slack.com/messages/C30F846JU"
"g0v_db","g0v.news，公民科技新聞",,"543","育軒","媒體",,"https://docs.google.com/presentation/d/13ebchKy3MZvK7XKH3ogS0soy-UIdJ2YJHWIcVFfZGN8/edit#slide=id.p"
"g0v_db","g0v.social ActivityPub 轉檔",,"551","poga","g0v基礎建設",,"https://g0v.hackmd.io/OZkYrTx6RZy4bkvjNvJ9DQ"
"g0v_db","g0v@台北數位藝術節",,"279","chihao","g0v",,"http://beta.hackfoldr.org/%E7%9C%BE%E5%BF%97%E6%88%90%E5%9F%8E/hackath16n-AhBaJJ6GX6V"
"g0v_db","g0vbanner: 這是一個g0v 台灣公民科技社群開發的網站。",,"536","kjcl","g0v,工具",,"https://github.com/g0v/banner"
"g0v_db","g0vdatabase 專案資料庫補完計畫",,"565","Lora","g0v",,"https://g0v.hackmd.io/EpU0aJihRfqPoCkdj67UEQ"
"g0v_db","g0vhub - g0v 專案語音助理",,"560","fly","g0v",,"https://heysiri.dev"
"g0v_db","g0vopen faceg0v",,"133","ingy","g0v",,
"g0v_db","g0v基礎建設- 首頁2.0",,"38","ETblue ipa","g0v",,"http://hack.g0v.tw/meta/YC0Ig73WEMJ"
"g0v_db","g0v天下部落格供稿庫+人力資源部",,"66","ipa","g0v",,"http://hack.g0v.tw/cwblog"

"g0v_db","g0v宣言台語版、英語版、多國語言版",,"620","isabel Hou","待確認",,"g0v slack #jothon #intl"
"g0v_db","g0v新手讀書會",,"329","Yoyo","g0v",,"https://g0v.hackpad.com/g0v-T8j3gi1D2ee"
"g0v_db","g0v紀錄片製作中",,"625","ihshok","待確認",,"https://g0v.hackmd.io/FsghOtEXR22aC9ycLsAQ-Q"
"g0v_db","i64885",,"72","cpyang","待確認",,"https://github.com/g0v/i64885"
"g0v_db","iOS App審核探討之"政治干預?,,"194","Novel","政治",,"https://g0v.hackpad.com/iOS-App-l2r4qdju7cR"
"g0v_db","iTaigi 愛台語",,"322","Liz","語言",,"https://g0v.hackpad.com/moed7ct-taigi-neologism#iTaigi"
"g0v_db","iTaigi嘛愛講台語",,"299","Liz","語言,工具",,"https://g0v.hackpad.com/moed7ct-taigi-neologism?r=0#iTaigi"
"g0v_db","iTaigi愛台語離跤手",,"533","liz","語言",,"https://drive.google.com/open?id=1UUaNVJKIrfWH6JsCCo8Z9psbdA4YisNlh9aGJvwyt9M"
"g0v_db","iTaigi：家己的辭典家己編",,"380","莊銘彥","語言",,"https://g0v.hackpad.com/moed7ct-taigi-neologism#iTaigi-"
"g0v_db","itaigi.tw 愛台語",,"347","johnny","語言",,"https://g0v.hackpad.com/moed7ct-taigi-neologism#iTaigi"
"g0v_db","ivod下載器UI改寫",,"215","Joyhsu","國會",,"https://g0v.hackpad.com/IVOD-KdTs5gZb3yw"
"g0v_db","liquid feedback",,"39","clkao","民主參與",,"http://lqfb-test.g0v.tw/pf"
"g0v_db","lost",,"426","gavin","待確認",,"https://goo.gl/g3d56V"
"g0v_db","n5c",,"77","jimmy","待確認",,"https://docs.google.com/presentation/d/1ID80bBKPJql0OjJ9FneLrYfz1YmKzUzCqb0qKLT7zyE/edit?usp=sharing"
"g0v_db","padagraph.io + g0v.tw = ?",,"328","ynnk&a-tsioh","g0v",,"https://g0v.hackpad.com/Padagraph.io-Dp1htXil6rO"
"g0v_db","politwoops.tw",,"139","yhsiang","監督",,"https://g0v.hackpad.com/politwoops.tw-TMZxxNandPs"
"g0v_db","search-g0v",,"341","Allan","g0v",,
"g0v_db","sense.tw - 議題釐清工具",,"507","hychen","媒體",,
"g0v_db","sense.tw 榕樹下・眾開講",,"492","ael","工具",,"https://docs.google.com/presentation/d/1JzmCysvXnzM7DhTlqwZolnW2Znk11A5icq-8WRnaJM0/edit?usp=sharing"
"g0v_db","uWikipedia.org 油雞百科",,"510","fly","待確認",,"j.mp/y-tts-"
"g0v_db","vTaiwan @ TAF",,"443","子魚","民主參與",,"https://g0v.hackpad.tw/vTaiwan-106.09.16--38bNZoqCDn4"
"g0v_db","vTaiwan 公民參與新手村！來玩桌遊耶咿 :P",,"648","哲輔","待確認",,"https://g0v.hackmd.io/NeEbQF6iTVmZXyYOyV6mfQ?view"
"g0v_db","vTaiwan 改版",,"362","書漾","民主參與",,"https://g0v.hackpad.com/H2QhNRFVMOw"
"g0v_db","vTaiwan",,"509","Peace","民主參與",,"https://vtw.link/1v_1Wwt5gqaUEJeBNR5XU6Hm3JpqSxDorROfCzpDK1bY/https%253A%252F%252Fg0v.hackpad.tw%252F20180502-vTaiwan-XClxInLEjfe"
"g0v_db","vTaiwan.tw 第二階段",,"216","au","民主參與",,"https://g0v.hackpad.com/vTaiwan.tw-hackath12n-RLDmz3h7oJg"
"g0v_db","vTaiwan政府資料跨部門運用案",,"494","tmonk","民主參與,開放政府",,"https://g0v.hackpad.tw/vTaiwan-2018.03.03-Data-Integration--wrI370PrRxA"
"g0v_db","vTaiwan：來做Chatbot吧",,"475","子魚","民主參與",,"https://docs.google.com/presentation/d/1fzcl1M43iA_1bqRbY3_r_jgP6OnJwZbrKNUPdkQKbcQ/edit#slide=id.p"
